BMTCB,CLPRB,CLTCB,CLTCV,CLCCB,CLCCV,CLACB,CLACV,CLEIB,CLEIV,CLICB,CLICV,CLRCB,ELEXV,ELIMB,ELIMV,ESACB,ESACV,ESCCB,ESCCV,ESICB,ESICV,ESRCV,ESTCB,ESTCV,GDPRV,GETCB,GECCB,GEICB,GERCB,HYCCB,HYICB,HYTCB,LOTCB,NGACB,NGACV,NGCCB,NGCCV,NGICB,NGICV,NGMPB,NGRCB,NGRCV,NGTCB,NGTCV,NNACB,NNCCB,NNICB,PAACB,PAACV,PACCB,PACCV,PAICB,PAICV,PARCB,PATCB,PATCV,SOEGB,SOTCB,TPOPP,WWCCB,WWTCB,WWTCV,WYTCB,NUETB,NUETV,TETCB
12302.80131,247729.3654,386769.6754,523.91548,6.56647,0.0132,0.0,0.0,373334.9337,496.9088,13427.36376,26.99115,0.81153,0.0,13.648,0.10736,0.0,0.0,73983.79832999999,1573.95574,42817.11294,643.09505,1874.87795,190537.2611,4091.92874,139289.0,237.991,1.7,227.0,9.291,0.0,0.0,111863.0172,429396.5524,20527.54454,2.70196,32318.262810000004,190.73011,28673.24669,91.79244,464.29676,36702.0432,306.8522,161086.4893,694.5629,20527.54454,32318.262810000004,28673.24669,404623.8196,3325.18471,7786.104159999999,39.96811,61970.88372000001,276.42355,3355.53519,478415.6134,3688.93463,0.0,3854.31524,4883.3420000000015,1414.3523,10834.30734,16.35419,0.0,317888.2631,149.06416000000004,1244252.893
12719.41704,258147.5585,403262.1076,544.79715,1.08197,0.00224,0.0,0.0,390094.0412,517.49876,13166.83686,27.29564,0.14754,0.0,0.0,0.0,0.0,0.0,77412.44889,1620.03896,42500.62264,628.39806,1921.78285,196742.5598,4170.21987,151188.0,286.2,44.5,227.7,14.0,0.0,0.0,99793.66264,447259.6311,19605.65033,3.84137,31800.93682,193.12932,27498.253760000003,92.4484,480.81464000000005,33465.9896,300.74446,167770.1576,736.59385,19605.65033,31800.93682,27498.253760000003,428893.902,3823.43416,7184.62484,47.83324,63282.94121000001,301.0726200000001,4621.08996,504499.4374,4233.33234,0.0,3736.04655,5023.823,1555.26731,11450.0966,17.66147,0.0,317842.7274,143.61406000000005,1288996.444
13603.41768,286772.3142,432810.0454,546.0526,0.50805,0.00095,0.0,0.0,416851.01,516.06155,15958.46455,29.98994,0.06279,0.0,161.1044,2.7039,0.0,0.0,82948.89657000001,1703.65421,40859.16403,631.47389,2096.08027,208575.7135,4431.20837,161901.0,286.2,44.5,227.7,14.0,0.0,0.0,85221.35742,471739.6665,21666.64494,4.62818,32461.35878,215.00359,21470.29999,101.64472,373.11323,35089.46117,327.59802,208137.0766,1114.57492,21666.64494,32461.35878,21470.29999,438823.571,5004.74831,6542.34074,59.69292,61106.71542000001,386.70019,4051.78699,512887.5687,5534.9920299999985,0.0,3514.96514,5166.304,1655.57412,12150.50642,28.31348,0.0,316838.975,139.71331,1333438.288
10376.76406,293303.2569,424023.2213,539.48662,10.65448,0.02026,0.0,0.0,409292.9084,511.47288,14718.3415,27.98972,1.31694,0.0,187.50305,3.83888,0.0,0.0,84267.48103,1754.6571,38817.45735,596.57502,2174.36499,212479.9253,4525.59711,170174.0,287.2,44.5,227.7,15.0,0.0,0.0,78774.29715,470770.0831,23232.07214,6.28552,31314.86902,244.60858,21400.8703,132.2501,311.16246,36474.93113,380.97409,244424.0247,1371.79828,23232.07214,31314.86902,21400.8703,452549.5819,4857.78033,5902.81347,51.6674,51955.05938,347.58133,3848.57056,518202.6195,5356.7135,5.05284,3298.53204,5303.8690000000015,1068.57695,8366.07422,16.648870000000002,0.0,299965.5257,138.29611,1336265.085
9299.13173,280064.3248,406478.8093,516.1692400000002,13.26245,0.02543,0.0,0.0,392475.9458,489.31546,13987.79259,26.823690000000006,1.80846,1.68328,281.98911,2.52181,0.0,0.0,85851.87053,1755.87937,37622.00515,573.49104,2184.69956,213593.7146,4514.069970000001,177106.0,293.7,50.0,227.7,16.0,0.0,0.0,75556.70214,473330.3595,21535.0028,6.9156,32257.89919,266.95315,17512.95885,111.33282,306.10038,35921.41208,426.8415700000001,255247.2894,1285.8705699999996,21535.0028,32257.89919,17512.95885,464314.6957,4634.35044,6301.259279999998,48.99547000000001,54349.16024,335.86698,3924.35158,529472.7765,5088.95161,4.66941,3115.93332,5451.472,1069.72001,8152.74458,15.65622,0.0,322260.0747,135.90352,1348219.941
9556.87134,262250.5701,406536.9641,521.18199,12.79285,0.02391,0.0,0.0,391273.0755,492.65193,15249.1841,28.501340000000006,1.91161,2.32806,188.29204,2.48699,0.0,0.0,86748.53048,1803.20874,37236.862,586.59713,2315.70889,218639.4587,4705.51476,189139.0,234.62651,53.50943,161.72888999999995,19.38819,0.0,0.0,72454.91114,479637.3538,19629.45272,6.77802,32702.16207,253.16967,15489.1584,99.91283,447.8683400000001,36265.16271,405.01514,275650.1151,1642.79965,19629.45272,32702.16207,15489.1584,478153.8188,5891.13204,4296.80602,42.1205,50921.81637,380.59015,3156.4678,537085.2605,6374.06348,4.0452,3034.0978,5590.82,1112.79962,8450.99594,19.37506,0.0,297843.1533,124.91542,1365544.042
9671.23441,278231.4218,425413.1317,555.35,15.58734,0.02968,0.0,0.0,409201.3969,524.47343,16194.41559,30.84113,1.73186,3.47149,584.57881,8.09003,0.0,0.0,89075.11869,1901.17925,40623.87251,637.41903,2446.6306600000007,228376.2524,4985.22894,201287.0,254.89323,53.70581,180.75581,20.43161,0.0,0.0,69884.87922999999,502310.5498,17493.90238,8.85755,33730.1292,285.16834,21095.14295,143.12474,337.48363,38863.64895,464.58189,356264.7418,2305.20943,17493.90238,33730.1292,21095.14295,494026.1474,7291.10617,3241.861,40.64173,62302.9721,538.5498,2709.817310000001,562810.0435,7928.311809999998,42.74383,2988.6018,5758.691999999999,1042.0422199999996,8607.180709999999,22.20975,0.0,293130.174,130.57777,1431808.905
25121.70525,263426.4922,428444.8054,610.39914,23.61418,0.0514,0.0,0.0,412493.3307,575.67569,15925.80728,34.66475,2.05331,9.81032,351.8251,5.81706,0.0,0.0,93722.00679,2031.77221,38824.0971,665.28002,2707.35451,236761.0206,5404.4067399999985,222968.0,282.9443100000001,55.6729,204.53947,22.73194,0.0,0.0,64094.23194,514842.1982,19899.72946,14.93847,32632.375010000003,314.0947700000001,17394.88795,144.8008,238.75379,36602.21062,484.28568,329301.673,2750.19753,19899.72946,32632.375010000003,17394.88795,514598.1522,9355.0775,3802.22848,59.70998,69602.5418,784.72925,2830.67448,591290.7124,10269.53657,135.79641999999998,2990.7242,5973.97,1387.21316,11375.94124,39.4643,0.0,269326.5065,147.90604,1478787.241
25182.794680000006,179356.1016,431984.5691,626.86107,13.88962,0.03038,0.0,0.0,415654.7931,591.14425,16314.51272,35.68131,1.3737,13.690929999999998,435.18709,7.53642,0.0,0.0,97671.60151,2294.86753,41829.0455,697.50393,3041.74814,249938.4717,6034.1196,246837.0,286.55903,51.64508,209.2962,25.61775,0.0,0.0,67378.81478,537312.3803,23029.76233,19.50596,33407.72169,397.1099,18816.47539,182.62159,623.35362,36732.44706000001,588.42295,365229.5651,2795.64742,23029.76233,33407.72169,18816.47539,528785.2342,10601.74507,3653.95647,65.82738,65985.10881,864.05747,3042.35698,602235.4878,11624.30824,130.27615,3233.96385,6190.986999999999,1299.31999,10634.03403,41.08594,0.0,250591.6427,156.76763,1530533.748
29070.01911,173933.604,438524.2236,705.50676,12.99781,0.03582,0.0,0.0,423201.9343,663.28439,15307.847280000002,42.18093,1.4442,11.13579,763.14716,13.92523,0.0,0.0,103981.5837,2519.36563,41903.76148,742.58703,3327.59031,263383.2189,6589.54297,260434.0,301.53572,47.74564,223.5664,30.22368,0.0,0.0,65211.38016,564940.759,22983.23641,18.90323,33533.2855,419.78711,19872.21255,203.03047,669.58419,39305.18072,659.50595,401991.6341,3217.49573,22983.23641,33533.2855,19872.21255,524363.0934,11141.43724,4739.52782,90.08873,63791.26424,879.29345,2827.31665,596214.9757,12202.43245,85.48671999999998,3495.0368,6360.238,1378.38045,11280.25794,48.70777,0.0,280813.3696,158.94598,1571433.679
35808.45171,173998.05,458726.7285,808.01486,0.0,0.0,0.0,0.0,445798.1725,771.81038,12928.55602,36.20448,0.0,18.98363,299.97035,5.48284,0.0,0.0,102913.4093,2693.16571,43910.22561,846.00953,3412.2969299999995,260226.1294,6951.47217,261537.0,365.87177,40.29799000000001,290.12855,35.44523,0.0,0.0,71795.27831000001,556976.1586,24832.229580000007,21.90099,33368.244360000004,423.03326,20733.54684,211.32648,537.121,39460.85313,676.77297,409965.9579,3773.86002,24832.229580000007,33368.244360000004,20733.54684,494941.2916,12534.53728,9006.22818,220.65409,68719.44427,1278.3708,4862.027929999998,578045.1628,14212.39274,145.0903,4200.04508,6499.2069999999985,1451.53281,13210.24166,67.64944,0.0,305755.4347,170.1529,1545075.8380000002
35412.81309,160705.948,413259.9226,754.41838,0.0,0.0,0.0,0.0,404529.9309,731.75419,8729.99171,22.66419,0.0,11.63816,419.62032,5.079,0.0,0.0,100263.9743,2747.95379,38215.75115,745.3768299999998,3524.07386,250553.1538,7017.40448,254099.0,329.0986200000001,41.81065,243.70798,43.57999,0.0,0.0,62730.8872,527243.3431,22534.0938,33.42064,32783.89896000001,391.18142,18293.0409,146.99408,726.952,35366.20632,613.01978,376674.7907,2274.13729,22534.0938,32783.89896000001,18293.0409,471089.1011,8300.02957,6594.84283,101.9629,57444.57539,728.29698,4540.84613,540273.3481,9278.83958,138.0552,4732.12723,6587.653,1431.7783,12867.29943,48.52284,288.3592,320722.9615,190.00053,1454313.457
