BMTCB,CLPRB,CLTCB,CLTCV,CLCCB,CLCCV,CLACB,CLACV,CLEIB,CLEIV,CLICB,CLICV,CLRCB,ELEXV,ELIMB,ELIMV,ESACB,ESACV,ESCCB,ESCCV,ESICB,ESICV,ESRCV,ESTCB,ESTCV,GDPRV,GETCB,GECCB,GERCB,HYICB,HYTCB,LOTCB,NGACB,NGACV,NGCCB,NGCCV,NGICB,NGICV,NGMPB,NGRCB,NGRCV,NGTCB,NGTCV,NNACB,NNCCB,NNICB,PAACB,PAACV,PACCB,PACCV,PAICB,PAICV,PARCB,PATCB,PATCV,SOEGB,SOTCB,TPOPP,WWCCB,WWTCB,WWTCV,WYTCB,NUETB,NUETV
0.663892099,1.179476097,0.735636974,0.726690162,0.090198476,-0.01626821,-0.392320175,-0.373118913,0.742081709,0.755196712,0.257390416,-0.101965676,0.133974627,-0.448365751,-0.444012397,-0.331584027,-0.563700328,-0.508558593,0.383429747,0.167700485,0.458911987,0.181054386,0.142025692,0.398678372,0.159351242,0.028648549,-0.150103839,-0.411641454,0.010791503,-0.25264478,1.205319934,0.45332753,1.458472789,-0.497302243,0.452170211,0.145954045,0.059715448,0.023494308,-0.491405267,-0.053185892,0.330591007,0.056665847,-0.036663005,1.458472789,0.450646704,0.057728506,0.37179003,0.065366652,-0.372057904,0.021231154,0.310346188,-0.121644567,-0.758448229,0.321837853,-0.014679905,2.533503957,0.557328153,0.223399657,1.065703966,1.134427211,0.127910171,-0.348890044,0.132628398,0.302311794
0.676972555,1.056565824,0.735293239,0.792337649,0.116229746,0.049524203,-0.392320175,-0.373118913,0.739013097,0.814113177,0.333699677,0.068773701,0.066561131,0.576015537,-0.449951832,-0.335034611,-0.563700328,-0.508558593,0.424269922,0.262880035,0.460139781,0.225857212,0.227439881,0.428493778,0.239831663,0.070333143,-0.078888198,-0.313852227,0.065201515,-0.25264478,2.162728289,0.464059222,-0.084049532,-0.500250992,0.657134611,0.168805422,-0.068222489,-0.073929559,-0.572272599,0.368417526,0.402443562,-0.055318453,-0.089033125,-0.084049532,0.655806291,-0.069948091,0.329712211,0.013936861,-0.570039267,-0.234618264,0.398384968,-0.101405303,-1.270215795,0.340173377,-0.03977172,2.432844977,0.724928649,0.298939157,1.15733347,1.153006678,0.235283579,-0.348890044,0.353450376,0.381773036
1.004068644,1.099569048,0.720698435,0.770229933,-0.016977596,-0.059676033,-0.392320175,-0.373118913,0.728527658,0.792918958,0.211941044,0.038973216,-0.100116797,2.111133576,-0.45002695,-0.335071632,-0.563700328,-0.508558593,0.422320273,0.293609298,0.505082826,0.270757627,0.223590952,0.419145571,0.257664087,0.135368629,-0.007376902,-0.215389183,0.119673896,-0.25264478,3.01716421,0.435802279,-0.09069053,-0.382574182,0.792653005,0.223364054,-0.140711283,-0.003670402,-0.683778762,0.161839667,0.362180869,-0.171944542,-0.03502008,-0.09069053,0.792784267,-0.140585655,0.402504409,0.012184249,-0.643479839,-0.308032635,0.581539386,-0.114379522,-1.41760488,0.471792422,-0.048491664,2.390798418,0.743490596,0.379012799,1.276468219,1.602949879,0.312853859,-0.348890044,0.62515125,0.76108552
0.681958499,1.090067824,0.886470315,0.844844417,-0.234262979,-0.280546394,-0.392320175,-0.373118913,0.881436489,0.864359966,0.677864769,0.150121062,-0.371999031,0.948939138,-0.449951832,-0.335036789,-0.563538288,-0.508432526,0.524061317,0.409702637,0.557392077,0.321748897,0.362793767,0.527307465,0.371307387,0.213358791,0.057818469,-0.122708099,0.16755604,-0.25264478,1.154652738,0.553513981,-0.115407475,-0.336058994,0.485111116,0.276937431,0.007970983,0.267834446,-0.636716988,0.63392194,0.537405401,0.155479355,0.16498972,-0.115407475,0.485225912,0.008097614,0.396523441,0.021432867,-1.021555403,-0.690400651,0.501550781,-0.167135862,-1.363227912,0.432703212,-0.067638352,2.358173738,0.787718158,0.467972099,0.697917038,1.23309955,0.16117147,-0.348890044,-0.075656977,0.257850451
0.689885897,1.003785061,0.822305564,0.675543586,-0.480989877,-0.488425525,-0.392320175,-0.373118913,0.797095496,0.665953745,1.212840793,0.611953166,-0.681737344,2.162418877,-0.449651376,-0.334906126,-0.563700328,-0.508558593,0.601854469,0.483730378,0.67493127,0.32781683,0.411784417,0.609497904,0.419726726,0.305141251,0.061370563,-0.0111355,0.105133101,-0.25264478,0.602679377,0.608481592,0.817401401,-0.381900397,0.650471213,0.27017374,-0.053966834,0.06358398,-0.460491958,0.05710919,0.414138278,0.07177978,0.018559377,0.817401401,0.650596559,-0.053837986,0.462696796,0.051869004,-0.958568259,-0.588906939,0.713053115,0.00510239,-1.370709369,0.582400711,0.024029723,1.790212199,0.897142499,0.557058903,0.637782453,1.207588113,0.170466546,-0.348890044,0.869226888,1.309772287
0.855489959,1.020598627,0.784040652,0.625241812,-0.485135015,-0.492237323,-0.392320175,-0.373118913,0.788458843,0.640254942,0.355479673,0.104144038,-0.685907061,1.610559627,-0.45002695,-0.335071632,-0.563700328,-0.508558593,0.670788934,0.440080468,0.666756929,0.222826113,0.392643208,0.661265706,0.374267337,0.395556162,0.121296464,0.063531413,0.155569457,-0.25264478,0.975891197,0.688600751,-0.057023187,-0.357842214,1.375870203,0.41454673,0.327257072,-0.047001255,-0.493073315,-0.213065609,0.337419428,0.390069101,-0.061625168,-0.057023187,1.376029004,0.327396903,0.433989434,0.058314503,-0.857622436,-0.529650156,0.738245976,0.031146014,-1.447862375,0.579655158,0.038201676,1.477171172,0.955138564,0.644427723,0.604651658,1.301766367,0.508181982,-0.348890044,1.310182164,1.672952062
0.744653273,1.189974684,0.971837196,0.72805951,-0.485135015,-0.492237323,-0.392320175,-0.373118913,0.964242114,0.734236077,0.806201701,0.339172108,-0.685907061,2.570807877,-0.420163424,-0.321908455,-0.265896133,-0.287277679,0.764527574,0.513925212,0.847234712,0.387834444,0.511899768,0.815294182,0.488866815,0.52031079,0.216242371,0.237539834,0.201471381,-0.25264478,-0.628769889,0.85448751,-0.477741161,-0.280876137,0.582874672,0.235605686,1.105036691,0.551873364,-0.332900708,0.610105856,0.511580736,0.872570466,0.276817474,-0.477741161,0.582997911,1.105200014,0.716918064,0.227313694,-0.898947791,-0.496375684,1.080028047,0.339454286,-1.691542452,0.897083248,0.264482568,1.537304715,1.021033432,0.728897154,0.72453041,1.271551941,0.342002859,-0.326348376,1.28693372,1.679354046
0.94405732,1.108688682,1.030338768,0.72912049,-0.480891817,-0.488231046,-0.392320175,-0.373118913,1.023399565,0.730387798,0.822642623,0.434886391,-0.682918563,1.585675494,2.373138904,0.976847155,0.16166207,0.031350934,0.815100111,0.551861564,1.024420708,0.486472321,0.545881294,0.89909488,0.538049901,0.665510271,0.284510094,0.322345016,0.259084596,-0.25264478,1.127953873,0.931144711,-0.109087103,-0.386084168,1.480188492,0.796153565,0.764329184,0.637159008,-0.426512765,0.768151828,0.695466851,0.795122409,0.41157925,-0.109087103,1.480353176,0.764482754,0.80882612,0.210744452,-0.914903529,-0.487458578,1.439994427,0.353045375,-1.397315856,1.13668666,0.262789985,1.141328438,1.023031855,0.81743609,0.579003149,1.451211532,0.376920117,-0.327034557,1.377880763,1.693193908
0.701917766,1.067667891,0.976520679,0.666497454,0.355009686,0.413823191,-0.392320175,-0.373118913,0.985647751,0.668169878,0.322163224,0.37697107,-0.094008657,-0.607137566,3.511579995,1.822774863,0.245479406,0.089967078,1.006773623,0.636377466,1.103095227,0.482413764,0.658068286,1.081858543,0.617124822,0.757634618,0.417037938,0.617557053,0.291210397,-0.25264478,0.338235441,1.127221705,-1.019656778,-0.289266188,0.415373785,0.21952535,0.836132326,0.251294184,-0.395077359,-0.423568797,0.347033069,1.100727671,0.180241419,-1.019656778,0.415489287,0.836287951,1.024577147,0.090192674,-0.708867247,-0.472601224,1.341535375,0.038014234,-1.147760838,1.188857869,0.061552844,0.536844815,1.260771837,0.90979107,0.407797928,1.0236981,0.516005271,-0.327342861,1.454606628,1.687520474
0.160286651,1.048744181,1.041572503,0.660156975,-0.166643915,-0.149408871,-0.392320175,-0.373118913,1.053001791,0.662737574,0.305983453,0.362374072,-0.438343131,-0.586262263,0.645131866,0.323551103,0.195461978,0.047870514,1.065123399,0.661538114,1.000630623,0.448377555,0.607092803,1.052815522,0.594561967,0.862536998,0.509701885,0.548420284,0.48189482,-0.25264478,-0.307327589,1.124867513,-0.76757807,-0.046067249,0.418633518,0.230538874,0.161286037,0.317754378,-0.729661953,-1.402296837,0.133253279,0.599972808,0.228940852,-0.76757807,0.418728926,0.161393725,0.995663557,0.190652046,-0.56981572,-0.202618468,1.248080093,0.170367017,-0.037256069,1.138197507,0.183278209,0.168324427,1.327191176,0.998488057,0.487683183,0.294478778,0.338157619,-0.26250587,1.33405863,1.439502479
0.296821978,0.89958043,1.069184959,0.710393698,-0.001445893,-0.047229345,-0.392320175,-0.373118913,1.064370874,0.714650951,0.776993281,0.359712291,-0.345137241,-0.563746121,-0.437214492,-0.32018153,0.621964059,0.421134473,1.252911161,0.884525983,1.064554458,0.665901308,0.834812166,1.21950821,0.819786265,1.037341059,0.509701885,0.548420284,0.48189482,-0.25264478,-0.937201774,1.284551687,-1.30870879,0.126436767,0.86160773,0.829129445,0.93619621,1.52586773,-0.485138401,-0.764588632,0.626342774,1.460106981,1.232337072,-1.30870879,0.861743843,0.9363547,1.093885167,0.633984558,0.168130434,0.86643293,1.011490585,0.620648488,0.362333224,1.079448809,0.643693192,-0.180701372,1.250273205,1.084092186,0.594434134,0.454529143,0.55972557,-0.216343192,1.375872237,1.252742042
-0.074694436,0.697583499,0.983342432,0.803257309,0.546105739,0.545135746,-0.392320175,-0.373118913,0.972582964,0.797515861,0.882799284,0.603592028,0.040625572,-0.599459133,-0.430690231,-0.307658599,0.759192169,0.658164021,1.334272221,1.193372441,0.947588398,0.927992232,1.06066821,1.21729129,1.081839954,1.130656313,0.665725675,0.745194166,0.611764513,-0.25264478,-0.108260484,1.212558096,-0.831091867,1.543942756,0.364821474,0.891996412,0.622396889,1.637347906,-0.495729606,-0.277197874,1.198207062,1.125676644,1.318645402,-0.831091867,0.363327958,0.620075891,1.256995005,0.598118541,-0.247543066,0.509656196,0.864589385,0.343483621,0.735217596,1.070959804,0.509523338,-0.536318703,1.259157397,1.169372242,0.808059457,-0.073763387,0.701608847,-0.024926297,1.414001884,1.111980503
0.181169282,0.706889344,1.07251364,0.788196118,2.383866347,2.169817439,-0.392320175,-0.373118913,1.0684891,0.794564728,0.711217434,0.337376037,1.544174282,-0.008834647,-0.019382622,-0.068397783,1.168316357,0.858546963,1.173876554,0.844888292,1.087485055,0.758186734,0.932525678,1.245736217,0.871654064,1.186765696,0.77717124,0.862194853,0.718907009,-0.25264478,-0.312776275,1.242691986,0.437563524,1.039042046,1.740125563,1.132012075,0.465714498,0.949475469,-0.842216232,-0.148797508,0.75716272,1.249437799,0.844616844,0.437563524,1.740299158,0.465855999,1.372667363,0.561265835,-0.618830983,0.024726632,0.996194422,0.309905783,0.407657639,1.177670289,0.460085226,-0.497216008,1.256609163,1.252510186,0.894190009,0.435845093,1.229357141,0.364499647,1.266201347,0.73537903
0.083869715,0.757953792,1.155928258,0.835659201,5.787974772,5.343411615,-0.392320175,-0.373118913,1.149948735,0.839942416,0.749983953,0.364923174,4.657257402,0.186725639,-0.023032348,0.055450852,2.95037416,2.378367721,1.161237317,1.098556909,1.166933138,1.07892741,1.20758479,1.264418496,1.150999895,1.305585732,1.222869265,1.397540588,1.106229472,-0.25264478,-0.784887236,1.227894338,-1.618279236,2.183288372,1.529137997,1.909251983,0.073940812,1.962702312,-0.698914518,-0.302917912,1.2668395,0.688005993,1.731313489,-1.618279236,1.529304942,0.074074621,1.24416746,0.762954484,-0.488819323,0.360892429,1.164021519,0.712846147,0.040235093,1.213164757,0.752076686,-0.497216008,1.268221935,1.328367561,1.337996487,0.319528008,0.832130177,0.345947628,1.13584259,0.708161026
-0.041826001,0.674219999,1.190226043,0.9617913,0.188785315,0.204154849,-0.392320175,-0.373118913,1.191291613,0.965162104,0.680343306,0.530080797,-0.259073134,0.287192367,-0.026181864,0.071086821,2.612476352,2.261998504,1.248922607,1.181717455,1.029935949,1.223649065,1.330511161,1.243390821,1.266019318,1.532809643,1.410597555,1.658651499,1.247622307,-0.25264478,0.02440965,1.21507505,-1.632767515,2.697790146,0.910094674,1.822973709,-0.043383199,2.223693061,-0.821443177,-0.859493107,1.37580454,0.401666881,1.878017527,-1.632767515,0.910233027,-0.043252748,1.31854051,1.19299586,-0.911682941,0.070602778,1.366553045,1.272161228,-0.391803964,1.342192844,1.225824578,-0.497216008,1.240951095,1.408071308,1.133276239,0.124654233,0.673748741,0.481337506,1.542214958,0.979239777
0.106803419,0.761256236,1.193077987,1.00579189,0.273815879,0.360827529,-0.392320175,-0.373118913,1.19552331,1.002538564,0.641909125,0.684050692,-0.309718455,0.729575955,-0.031004183,0.144657541,2.19313013,2.383216438,1.584156557,1.745932263,0.900283858,1.646077895,1.768933733,1.381910151,1.744757606,1.71544577,1.723519638,2.048711899,1.51089194,-0.25264478,0.085226754,1.317939475,-0.074862374,2.357749216,0.091998576,1.939103486,-1.538894674,1.949036905,-0.790262534,-1.119206432,1.816531008,-0.47090625,2.341265637,-0.074862374,0.092099106,-1.538807072,1.319502688,1.871902828,-0.586318685,1.003562767,1.17017197,1.644330054,-0.106803751,1.242891415,1.781092511,-0.497216008,1.235831296,1.492671563,1.791934999,0.378473754,2.041650605,0.769695398,1.416554048,0.986145053
1.261232797,0.753292869,1.165770785,1.245891074,-0.478524147,-0.483135683,-0.392320175,-0.373118913,1.166786364,1.223500656,0.679549211,1.213998221,-0.682180073,0.449364715,-0.023358562,0.176564282,1.847501427,2.011804688,1.594543444,2.077302656,1.171846214,2.151630343,2.279771617,1.467863503,2.197815246,1.957507584,1.997303843,2.222015443,1.843779359,-0.25264478,-1.334191996,1.365084098,0.170174113,2.31844608,-0.222117059,1.632415785,-1.664319662,1.468209469,-0.620395472,-1.838117561,1.638377349,-0.628707762,1.784017279,0.170174113,-0.222031001,-1.664235609,1.524385328,2.407301707,-0.698297269,1.060160201,1.608655304,2.575454235,-0.634955574,1.571953293,2.475896003,-0.497216008,1.292643929,1.617938744,1.667698936,0.281051386,2.035405351,1.397977452,1.592280771,1.104426317
2.033717549,0.607339386,1.163987956,1.490882171,-0.483803169,-0.489845226,-0.392320175,-0.373118913,1.213378422,1.512224264,-0.684018454,0.518972498,-0.685063594,1.059931007,0.407642015,0.748593582,2.053074785,2.22175415,1.576825027,2.065479474,1.296820408,2.230671924,2.09635558,1.479075972,2.12554786,2.210991279,2.381144028,2.393166334,2.354325238,-0.25264478,0.700476418,1.368454908,0.474912254,2.234309968,0.136486555,1.753590102,-1.569524499,1.561424171,-0.030392071,-0.544030958,1.935089448,-0.435093984,1.915235906,0.474912254,0.136589176,-1.569437734,1.586614342,2.723890675,-0.89806105,0.712277408,1.577075002,2.953739976,-0.490372306,1.577343901,2.816679143,-0.497216008,1.432509594,1.721519614,1.857239499,0.604802492,2.324520934,2.001369673,1.585502036,1.537100727
3.227825528,0.459683817,1.158966904,1.897577775,0.281786993,1.065640664,-0.392320175,-0.373118913,1.210058737,1.921879567,-0.7492006,0.695461312,-0.200170231,3.911358552,4.706039176,6.190626225,2.112618825,2.36139721,1.664849252,2.438355309,1.210517618,2.568579941,2.350330802,1.511876159,2.43776055,2.358689385,2.812994638,2.616091891,2.910190736,-0.25264478,-0.561949933,1.393803758,1.695926104,2.899765136,0.26143912,2.322049494,-1.467272188,2.474845498,0.809816278,-0.842989936,2.278366842,-0.403839833,2.755724972,1.695926104,0.261547513,-1.467182496,1.496163056,3.50207042,-0.719800918,1.927340096,1.107309311,3.586494627,-0.581866197,1.278255194,3.53738896,-0.497216008,1.738928166,1.824694507,1.995302792,1.293473703,3.591666032,3.872257696,1.565006185,1.568360841
2.361800882,0.233894974,0.990926757,1.669111494,0.415946991,2.067093371,-0.392320175,-0.373118913,1.073157979,1.730166317,-1.729336893,-0.169558556,-0.115201233,0.299436757,1.949938038,1.676374936,2.204882734,2.86968825,1.815644669,2.220590584,0.90337919,1.396426825,2.231097027,1.493969958,2.063031032,2.200612154,3.539044517,3.103236854,3.776151328,-0.25264478,-0.604631378,1.316796479,0.699139976,1.113602605,0.259643222,1.36218735,-1.841486957,0.326249144,0.620365248,-0.875610516,1.6000501,-0.810989845,0.732907088,0.699139976,0.259751531,-1.841407976,1.291174126,1.925958672,-0.507255709,1.24907656,0.992598605,1.796391169,-0.842681509,1.124777073,1.872388314,-0.497216008,2.172635341,1.930956725,1.964768927,-0.005566447,1.486374389,4.811457737,1.611336903,2.00038424
