BMTCB,CLPRB,CLTCB,CLTCV,CLCCB,CLCCV,CLACB,CLACV,CLEIB,CLEIV,CLICB,CLICV,CLRCB,ELEXV,ELIMB,ELIMV,ESCCB,ESCCV,ESICB,ESICV,ESRCV,ESTCB,ESTCV,GDPRV,GETCB,GECCB,GEICB,GERCB,HYTCB,LOTCB,NGACB,NGACV,NGCCB,NGCCV,NGICB,NGICV,NGMPB,NGRCB,NGRCV,NGTCB,NGTCV,NNACB,NNCCB,NNICB,PAACB,PAACV,PACCB,PACCV,PAICB,PAICV,PARCB,PATCB,PATCV,SOTCB,TPOPP,WWCCB,WWTCB,WWTCV,WYTCB
-0.651527501,1.15442249,0.703770309,0.737629379,0.413035378,0.971426637,-0.221598946,-0.332248573,0.70493655,0.739679934,0.076372748,0.160672623,-0.223623033,-0.328476864,-0.371362032,-0.364336387,0.565357513,0.714439472,0.576307459,0.542434036,0.585785876,0.53392684,0.636318633,0.429295151,-0.142097506,0.522642477,-0.254802195,0.868544433,1.776839893,0.56791492,1.923350492,-0.132805859,0.639133493,0.496271968,-1.137115236,-0.116880924,0.737290662,0.615130825,0.356598614,-0.270353648,0.113215443,1.923350492,0.639135305,-1.137113812,0.467801977,0.15675365,-0.57641385,-0.502141793,1.794833105,0.614853003,-1.5543708,0.764924688,0.176662179,1.713979579,0.602053281,0.25530279,-0.77643781,-0.105529705,-0.35731335
-0.608253516,1.146687586,0.781808763,0.854103126,0.335515285,0.896655879,-0.221598946,-0.332248573,0.781537983,0.855431032,0.329263247,0.378612424,-0.294306355,-0.328476864,-0.371362032,-0.364336387,0.707870815,0.806383858,0.780938602,0.572557258,0.668434942,0.688809928,0.712521424,0.630747966,-0.077198297,0.522642477,-0.180241881,0.868544433,0.858679367,0.700761619,1.551242671,0.074293262,-0.010973287,0.354960287,-0.978186492,-0.14838773,1.083311113,0.038674947,0.350933977,-0.370516847,0.083538697,1.551242671,-0.010970868,-0.978185172,0.331793026,0.10632317,-0.854023679,-0.530689194,1.385146345,0.457981365,-1.606261309,0.524094818,0.114466065,1.744979929,0.736012642,0.208607642,-0.840292814,-0.136844498,-0.35731335
-0.236440727,1.005878392,0.751329,0.840944333,0.203066321,0.555023252,-0.221598946,-0.332248573,0.749435659,0.842391172,0.572810871,0.391951716,-0.347720856,-0.328476864,-0.371362032,-0.364336387,0.72568522,0.742076223,1.040218516,0.61770491,0.645077981,0.781341403,0.685012839,0.65005962,-0.022330121,0.413448272,-0.100649388,0.868544433,1.437836539,0.825116133,1.475831949,0.118024817,-0.095768716,0.070730544,-0.913230276,-0.041673648,1.388939516,-0.333991152,0.108338329,-0.427518914,-0.109047978,1.475831949,-0.095766218,-0.913228998,-0.130580615,-0.0196399,-0.670508524,-0.446901913,1.420390631,0.497034963,-1.451295988,0.184381746,0.01669844,1.730238556,0.846795532,0.218504997,-0.823171414,-0.141173638,-0.35731335
-0.45675389,0.703715786,0.789161855,0.885230563,0.222107173,0.518741337,-0.221598946,-0.332248573,0.78778906,0.887656824,0.513689538,0.28798599,-0.359782135,-0.328476864,-0.371362032,-0.364336387,0.835220676,0.82880148,1.190472752,0.76541149,0.738224317,0.907294612,0.786944349,0.750011048,-0.014201198,0.474773781,-0.100608787,0.868544433,0.848456358,0.962568745,-0.451112869,0.518480223,0.371592372,0.057452569,0.422351863,-0.229032935,1.288445527,1.026792727,0.155502771,-0.026840856,-0.013594255,-0.451112869,0.371594434,0.422352269,0.45411596,0.235071562,-0.857724996,-0.452056026,0.698503968,0.266213304,-1.467709935,0.431642645,0.206284497,1.691940324,0.939897943,0.259751367,-0.810941756,-0.071684134,-0.35731335
-0.209459288,0.992973981,0.879175242,0.817944404,0.210663137,0.55537636,-0.221598946,-0.332248573,0.877732219,0.819434891,0.561887055,0.374481747,-0.375724259,-0.328476864,-0.371362032,-0.364336387,0.802306269,0.830228254,1.33842255,0.893671375,0.816676856,0.966221368,0.841637785,0.875976657,0.044371627,0.417918375,-0.024695978,0.868544433,1.351501983,1.013362181,1.845929564,4.035354916,0.471621585,0.505879544,-0.216944263,0.452876008,1.239455526,1.666464802,0.711667968,0.779105907,0.440533217,1.845929564,0.471623553,-0.21694344,0.759477875,0.3050559,-0.784247164,-0.38911684,0.721645667,0.260968673,-1.031727537,0.698923246,0.273496939,1.563309841,1.005537884,0.673040524,-0.583805723,-0.002955632,-0.35731335
-0.030718042,1.151317239,0.897080857,0.78581436,0.748859058,1.185940147,-0.221598946,-0.332248573,0.895867944,0.787404495,0.440834674,0.266641571,-0.309925801,-0.328476864,-0.371362032,-0.364336387,0.998267814,0.943364655,1.337664783,0.930114853,0.862741947,1.073447968,0.915802825,0.830441367,0.079173752,0.670747398,-0.023048047,0.868544433,1.095161842,1.130832612,1.051345336,0.035663457,0.253112684,0.353884224,-0.597203826,0.170800052,0.859050836,1.091772652,0.472640763,0.196486137,0.269491843,1.051345336,0.253114857,-0.597202755,1.028690603,0.171663574,-0.677759382,-0.356334015,0.727415957,-0.006290039,-0.078795797,0.955257487,0.140593899,1.477316242,1.059900106,0.480832101,-0.795870098,-0.134449858,-0.35731335
-0.10887864,1.221520845,0.971518378,0.87408642,0.192388649,0.560849544,-0.221598946,-0.332248573,0.970877356,0.876008981,0.48634468,0.352570524,-0.363791683,-0.328476864,-0.371362032,-0.364336387,1.032791056,0.891448462,1.210720098,0.7433584,0.812700304,1.051539984,0.83639332,0.926748296,1.873933941,1.668974572,1.904148356,-0.304267731,1.17371667,1.135427827,0.799131845,0.232670681,0.221579757,0.25017082,-0.71873478,0.145558746,0.899268622,0.980015489,0.399546159,-0.09071676,0.210158786,0.799131845,0.221581959,-0.718733629,1.129377528,0.294919891,-0.029121387,-0.034899356,0.926681549,0.168219585,0.886366583,1.162399906,0.285055536,1.35062834,1.102462708,0.549209277,-0.707015146,-0.101174018,-0.35731335
0.102478482,1.035203713,1.042785772,1.001914236,0.209782651,0.515651636,-0.221598946,-0.332248573,1.039463165,1.003231235,0.885224228,0.548443814,-0.375831038,-0.328476864,-0.369689155,-0.362548133,1.395006966,1.029299875,0.952278011,0.769440819,0.872815726,1.177746978,0.924356024,0.990045281,2.047115985,1.668974572,2.086493203,0.868544433,0.92459983,1.253656725,0.607442447,0.301735608,0.175220746,0.665620072,0.377613699,1.363348205,1.459549326,1.003432803,0.747386646,0.697642794,0.803183422,0.607442447,0.175222991,0.377614134,1.088387852,0.65501278,-0.160191308,0.260650885,0.517409968,0.502555973,0.770190249,1.003402154,0.643813224,1.111885786,1.139549726,0.647024477,-0.591532615,0.169681761,-0.35731335
-0.909466711,1.260434265,0.961809126,1.08835539,-0.220687459,0.020769851,-0.221598946,-0.332248573,0.960044996,1.090957085,0.714612292,0.477849611,-0.428461353,-0.328476864,-0.371362032,-0.364336387,1.427507463,1.225969033,0.829688684,0.982788653,0.996290218,1.165434644,1.09957468,1.064610889,2.242581046,1.668974572,2.311055823,0.868544433,1.140948534,1.172812338,0.605284382,0.984923563,0.218319522,1.085074229,0.365772485,1.694944426,1.481922315,0.771833154,1.171515774,0.714929804,1.150244584,0.605284382,0.218321726,0.365772927,1.188810744,0.596164701,0.65475283,0.968469694,-0.722492463,-0.071591673,3.416364863,0.875300994,0.613791839,0.883807619,1.161810684,0.035002247,-1.266813206,-0.153328584,-0.35731335
-0.887762321,1.197827312,0.837097066,1.07021586,-0.230267822,0.040897045,-0.221598946,-0.332248573,0.834728926,1.072104979,0.751659233,0.564803469,-0.420802844,-0.328476864,0.48236301,0.121361733,1.504017877,1.197012107,0.854083461,0.592769636,1.039682042,1.245263716,1.020962086,1.130672667,2.281674058,1.668974572,2.355968347,0.868544433,1.404920795,1.256893046,0.358815355,0.35002685,-0.040485754,0.508116026,-0.137313936,0.378401723,1.31810736,0.46152944,0.628587508,-0.136852907,0.424476947,0.358815355,-0.040483308,-0.137313165,1.173845586,0.527013258,1.02809005,1.057222053,-0.175804069,0.037657348,2.095296002,0.981333138,0.51881436,0.70597314,1.222310341,0.056269231,-1.287881527,-0.176040233,-0.35731335
-0.921129204,0.911819932,1.044016565,1.077471517,-0.369572193,-0.15075268,-0.221598946,-0.332248573,1.040486439,1.078513008,1.01541777,0.717723929,-0.432362114,-0.328476864,0.911121492,0.713273828,1.275868397,1.135635511,1.150662992,1.010063593,1.170567318,1.265801558,1.125920599,1.308582856,1.557210214,1.841328416,1.497148279,0.895167269,0.364763753,1.244575122,-0.313587229,0.563822017,-0.116374822,1.100036549,0.114567687,1.343684333,1.43842533,0.405135471,1.151195285,-0.264059278,1.102139991,-0.313587229,-0.116372305,0.114568293,1.213457159,0.765456639,1.383798077,1.625872639,0.054224472,0.314725707,0.940885469,1.053064513,0.760388855,0.54199973,1.277515185,0.093335904,-1.331186104,-0.109805751,0.104029123
-0.923281646,1.02169436,1.080355234,1.188948559,-0.343029612,-0.031843339,-0.221598946,-0.332248573,1.077153693,1.189253826,0.982223116,0.909031733,-0.450657883,0.278281938,4.022171351,3.503677941,1.343762895,1.198976516,1.219016069,1.168961526,1.259609737,1.351434456,1.218301805,1.574254253,1.77334938,1.850972713,1.74484314,0.835683504,-0.02724438,1.342132116,-0.448816462,0.551753192,0.17074447,1.653260913,0.426129761,1.362622701,1.530859145,1.115930101,1.692303649,-0.151819528,1.389675066,-0.448816462,0.170746719,0.426130164,1.527474704,1.238020075,0.369031074,1.012581115,0.203974576,0.743651879,0.500588179,1.273239635,1.194832963,0.346082754,1.34193347,0.072364701,-1.305452885,-0.04066884,0.911286274
2.03276103,1.163442197,1.162107142,1.308424477,-0.343264792,0.083181807,-0.221598946,-0.332248573,1.159644793,1.307769046,0.912703303,1.137065294,-0.46468653,3.607045922,4.219180599,4.464115927,1.410248162,1.39059516,1.436579295,1.527593287,1.500763702,1.483265947,1.462583753,1.723720596,2.055810662,1.94757948,2.054461771,0.85282241,0.256329851,1.4385136,-0.937179384,0.208995378,-0.038826485,1.955629189,0.278263069,2.499721241,1.529692161,0.829668371,2.052091579,-0.260312075,2.167678944,-0.937179384,-0.03882404,0.278263569,1.557896382,1.93865422,0.702237166,1.804884278,-0.049685688,1.053882546,0.790066132,1.254105019,1.856970377,0.095171443,1.413320149,2.752216357,2.14291996,2.209296877,1.601444996
2.022707592,0.881753697,1.145804396,1.384412913,-0.327763903,0.191674442,-0.221598946,-0.332248573,1.143175173,1.382610927,0.925918791,1.349088599,-0.456245676,1.780243567,1.326664145,1.50634371,1.484936209,1.383727365,1.69139433,1.689837594,1.545351021,1.615561132,1.508770125,1.878800305,2.083770453,1.749767288,2.116385452,0.866328769,0.605001518,1.532630395,-1.085572679,1.794714608,-0.176862505,2.290329386,0.035191674,0.641444731,1.372003903,0.094562204,2.176167662,-0.194621238,2.234068234,-1.085572679,-0.176859932,0.035192332,1.836368492,2.481737873,0.089518858,1.56421661,0.069494011,1.347638939,0.925439834,1.48461164,2.358978149,0.124048785,1.488928684,2.489363028,1.936537732,2.377413177,2.712569499
2.52441115,0.721238721,0.95191141,1.566192802,-0.383486464,0.279157112,-0.221598946,-0.332248573,0.94933225,1.562610603,0.854225499,1.753374734,-0.455104837,1.952176955,1.682708194,2.020050879,1.611784348,1.50214327,1.761770529,1.737681616,1.740542829,1.753911104,1.639851251,1.99609452,2.22124537,1.55825933,2.302156631,0.951436895,1.357529819,1.664473103,-1.34294774,1.801059908,0.094869667,2.297299266,0.260147778,0.749087269,1.088889248,0.934329286,2.319524981,0.172445842,2.355603563,-1.34294774,0.094871987,0.26014829,1.72591428,2.728080942,-0.46838994,0.980520424,1.465400689,3.160197675,0.30406424,1.741764541,2.755451891,0.125143289,1.563936596,2.698289337,2.410580266,2.987646308,3.037514014
3.086277113,0.831413985,0.839152757,1.76215286,-0.929295274,-0.85529273,-0.221598946,-0.332248573,0.840027076,1.762750578,0.427643575,1.40075312,-0.515094414,4.372561137,1.807449175,2.16912057,1.571768086,1.825481409,1.696538586,2.092193729,2.026750996,1.715774147,1.957825025,2.150294522,0.71999493,1.003894017,0.663000862,0.844121412,1.830000416,1.617968487,-1.35296548,3.941466792,0.091828492,2.462643298,0.364667309,0.973314445,0.767222908,0.956084189,2.444274888,0.465450599,3.064166818,-1.35296548,0.091830814,0.364667752,1.416013602,3.218197007,0.69118568,3.643949716,0.808237577,3.605432329,0.472121885,1.375979729,3.299551536,0.280667706,1.615899241,2.918350552,2.693650592,4.071193987,3.633424038
3.481275765,0.778664565,1.049025987,1.839366687,-0.929295274,-0.85529273,-0.221598946,-0.332248573,1.051463421,1.838292793,0.289805984,1.710421904,-0.515094414,2.462672483,1.143874518,0.802395419,1.53540739,1.698303816,1.461985356,1.505809083,2.095263611,1.650825013,1.803455734,2.000702507,0.597418164,1.071103735,0.459599406,4.541399081,1.353014835,1.491240294,-1.516139848,1.090147135,0.054707129,1.405335336,0.293919586,-0.878424649,0.607719804,0.633484974,1.517133308,0.359075868,1.421605259,-1.516139848,0.054709487,0.293920076,1.33221954,1.889689975,-0.337978252,0.881048827,0.225325196,1.481034889,0.437895622,1.093918373,1.857439208,0.402808057,1.683355629,2.889892785,2.501626405,2.76391145,3.364206088
